id,name,category,variation,availability
clothing_99-2,Blossoming Kimono,Dress-Up,Green Tea,Able Sisters 
clothing_100-1,Blue Dot Parasol,Umbrellas,,Nook's Cranny 
clothing_101-1,Blue Rose Crown,Headwear,,Crafting 
clothing_102-1,Blue Shiny-Bows Parasol,Umbrellas,,Nook's Cranny (upgraded) 
clothing_103-1,Blue Umbrella,Umbrellas,,Nook's Cranny 
clothing_104-1,Boa Blouson,Tops,White,Mabel Able Sisters 
clothing_104-2,Boa Blouson,Tops,Blue,Mabel Able Sisters 
clothing_104-3,Boa Blouson,Tops,Purple,Mabel Able Sisters 
clothing_104-4,Boa Blouson,Tops,Beige,Mabel Able Sisters 
clothing_105-1,Boa Fleece,Tops,White,Mabel Able Sisters 
clothing_105-2,Boa Fleece,Tops,Pink,Mabel Able Sisters 
clothing_105-3,Boa Fleece,Tops,Yellow,Mabel Able Sisters 
clothing_105-4,Boa Fleece,Tops,Lime,Mabel Able Sisters 
clothing_105-5,Boa Fleece,Tops,Green,Mabel Able Sisters 
clothing_105-6,Boa Fleece,Tops,Blue,Mabel Able Sisters 
clothing_105-7,Boa Fleece,Tops,Navy Blue,Mabel Able Sisters 
clothing_105-8,Boa Fleece,Tops,Beige,Mabel Able Sisters 
clothing_106-1,Boa Parka,Dress-Up,Gray,Mabel Able Sisters 
clothing_106-2,Boa Parka,Dress-Up,Pink,Mabel Able Sisters 
clothing_106-3,Boa Parka,Dress-Up,Mint,Mabel Able Sisters 
clothing_106-4,Boa Parka,Dress-Up,Purple,Mabel Able Sisters 
clothing_107-1,Boa Shorts,Bottoms,Black,Able Sisters Apparel shop 
clothing_107-2,Boa Shorts,Bottoms,Red,Able Sisters Apparel shop 
clothing_107-3,Boa Shorts,Bottoms,Orange,Able Sisters Apparel shop 
clothing_107-4,Boa Shorts,Bottoms,Avocado,Able Sisters Apparel shop 
clothing_107-5,Boa Shorts,Bottoms,Peacock Blue,Able Sisters Apparel shop 
clothing_107-6,Boa Shorts,Bottoms,Blue,Able Sisters Apparel shop 
clothing_107-7,Boa Shorts,Bottoms,Purple,Able Sisters Apparel shop 
clothing_107-8,Boa Shorts,Bottoms,Beige,Able Sisters Apparel shop 
clothing_108-1,Boa Skirt,Bottoms,Red,Able Sisters Apparel shop 
clothing_108-2,Boa Skirt,Bottoms,Yellow,Able Sisters Apparel shop 
clothing_108-3,Boa Skirt,Bottoms,Green,Able Sisters Apparel shop 
clothing_108-4,Boa Skirt,Bottoms,Light Blue,Able Sisters Apparel shop 
clothing_108-5,Boa Skirt,Bottoms,Blue,Able Sisters Apparel shop 
clothing_108-6,Boa Skirt,Bottoms,Purple,Able Sisters Apparel shop 
clothing_108-7,Boa Skirt,Bottoms,Brown,Able Sisters Apparel shop 
clothing_108-8,Boa Skirt,Bottoms,Beige,Able Sisters Apparel shop 
clothing_109-1,Bobby Socks,Socks,White,Mabel Able Sisters 
clothing_109-2,Bobby Socks,Socks,Gray,Mabel Able Sisters 
clothing_109-3,Bobby Socks,Socks,Black,Mabel Able Sisters 
clothing_109-4,Bobby Socks,Socks,Brown,Mabel Able Sisters 
clothing_110-1,Bohemian Tunic Dress,Dress-Up,Navy Blue,Mabel Able Sisters 
clothing_110-2,Bohemian Tunic Dress,Dress-Up,Red,Mabel Able Sisters 
clothing_110-3,Bohemian Tunic Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_111-1,Bold Aloha Shirt,Tops,Pink,Mabel Able Sisters 
clothing_111-2,Bold Aloha Shirt,Tops,Navy Blue,Mabel Able Sisters 
clothing_112-1,Bold Muumuu,Dress-Up,Pink,Mabel Able Sisters 
clothing_112-2,Bold Muumuu,Dress-Up,Navy Blue,Mabel Able Sisters 
clothing_113-1,Bolero Coat,Dress-Up,Pink,Able Sisters 
clothing_113-2,Bolero Coat,Dress-Up,Yellow,Able Sisters 
clothing_113-3,Bolero Coat,Dress-Up,Green,Able Sisters 
clothing_113-4,Bolero Coat,Dress-Up,Blue,Able Sisters 
clothing_114-1,Bomber-Style Jacket,Tops,Black,Mabel Able Sisters 
clothing_114-2,Bomber-Style Jacket,Tops,Avocado,Mabel Able Sisters 
clothing_114-3,Bomber-Style Jacket,Tops,Blue,Mabel Able Sisters 
clothing_114-4,Bomber-Style Jacket,Tops,Brown,Mabel Able Sisters 
clothing_115-1,Bomber-Style Skirt,Bottoms,Black,Mabel Able Sisters 
clothing_115-2,Bomber-Style Skirt,Bottoms,Avocado,Mabel Able Sisters 
clothing_115-3,Bomber-Style Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_115-4,Bomber-Style Skirt,Bottoms,Brown,Mabel Able Sisters 
clothing_116-1,Bone Costume,Dress-Up,,Able Sisters 
clothing_117-1,Bone Tee,Tops,,Mabel Able Sisters 
clothing_118-1,Bonjour Tee,Tops,,Nook Shopping 
clothing_119-1,Boots,Shoes,Black,Mabel Able Sisters 
clothing_119-2,Boots,Shoes,Red,Mabel Able Sisters 
clothing_119-3,Boots,Shoes,Olive,Mabel Able Sisters 
clothing_119-4,Boots,Shoes,Green,Mabel Able Sisters 
clothing_119-5,Boots,Shoes,Blue,Mabel Able Sisters 
clothing_120-1,Botanical Shorts,Bottoms,White,Mabel Able Sisters 
clothing_120-2,Botanical Shorts,Bottoms,Black,Mabel Able Sisters 
clothing_121-1,Botanical Tee,Tops,White,Mabel Able Sisters 
clothing_121-2,Botanical Tee,Tops,Black,Mabel Able Sisters 
clothing_122-1,Botanical-Print Backpack,Bags,Black,Kicks 
clothing_122-2,Botanical-Print Backpack,Bags,White,Kicks 
clothing_123-1,Bottom-Rimmed Glasses,Accessories,Black,Able Sisters 
clothing_123-2,Bottom-Rimmed Glasses,Accessories,Red,Able Sisters 
clothing_123-3,Bottom-Rimmed Glasses,Accessories,Pink,Able Sisters 
clothing_123-4,Bottom-Rimmed Glasses,Accessories,Yellow,Able Sisters 
clothing_123-5,Bottom-Rimmed Glasses,Accessories,Green,Able Sisters 
clothing_123-6,Bottom-Rimmed Glasses,Accessories,Blue,Able Sisters 
clothing_123-7,Bottom-Rimmed Glasses,Accessories,Purple,Able Sisters 
clothing_124-1,Bowler Hat with Ribbon,Headwear,Red,Mabel Able Sisters 
clothing_124-2,Bowler Hat with Ribbon,Headwear,Pink,Mabel Able Sisters 
clothing_124-3,Bowler Hat with Ribbon,Headwear,Green,Mabel Able Sisters 
clothing_124-4,Bowler Hat with Ribbon,Headwear,Blue,Mabel Able Sisters 
clothing_124-5,Bowler Hat with Ribbon,Headwear,Beige,Mabel Able Sisters 
clothing_125-1,Bowling Shirt,Tops,Red,Able Sisters Apparel shop 
clothing_125-2,Bowling Shirt,Tops,Orange,Able Sisters Apparel shop 
clothing_125-3,Bowling Shirt,Tops,Yellow,Able Sisters Apparel shop 
clothing_125-4,Bowling Shirt,Tops,Green,Able Sisters Apparel shop 
clothing_125-5,Bowling Shirt,Tops,Light Blue,Able Sisters Apparel shop 
clothing_125-6,Bowling Shirt,Tops,Blue,Able Sisters Apparel shop 
clothing_125-7,Bowling Shirt,Tops,Purple,Able Sisters Apparel shop 
clothing_125-8,Bowling Shirt,Tops,Beige,Able Sisters Apparel shop 
clothing_126-1,Box-Pleated Skirt,Bottoms,Red,Mabel Able Sisters 
clothing_126-2,Box-Pleated Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_126-3,Box-Pleated Skirt,Bottoms,Light Blue,Mabel Able Sisters 
clothing_126-4,Box-Pleated Skirt,Bottoms,Beige,Mabel Able Sisters 
clothing_127-1,Box-Skirt Uniform,Dress-Up,Gray,Able Sisters 
clothing_127-2,Box-Skirt Uniform,Dress-Up,Black,Able Sisters 
clothing_127-3,Box-Skirt Uniform,Dress-Up,Red,Able Sisters 
clothing_127-4,Box-Skirt Uniform,Dress-Up,Green,Able Sisters 
clothing_127-5,Box-Skirt Uniform,Dress-Up,Light Blue,Able Sisters 
clothing_127-6,Box-Skirt Uniform,Dress-Up,Navy Blue,Able Sisters 
clothing_127-7,Box-Skirt Uniform,Dress-Up,Brown,Able Sisters 
clothing_128-1,Bread-Print Eco Bag,Bags,,Kicks 
clothing_129-1,Bridal Veil,Headwear,,Cyrus 
clothing_130-1,Browline Glasses,Accessories,Gray,Able Sisters 
clothing_130-2,Browline Glasses,Accessories,Black,Able Sisters 
clothing_130-3,Browline Glasses,Accessories,Green,Able Sisters 
clothing_130-4,Browline Glasses,Accessories,Brown,Able Sisters 
clothing_131-1,Bubble-Skirt Party Dress,Dress-Up,Red,Able Sisters 
clothing_131-2,Bubble-Skirt Party Dress,Dress-Up,Pink,Able Sisters 
clothing_131-3,Bubble-Skirt Party Dress,Dress-Up,Orange,Able Sisters 
clothing_131-4,Bubble-Skirt Party Dress,Dress-Up,Yellow,Able Sisters 
clothing_131-5,Bubble-Skirt Party Dress,Dress-Up,Green,Able Sisters 
clothing_131-6,Bubble-Skirt Party Dress,Dress-Up,Light Blue,Able Sisters 
clothing_131-7,Bubble-Skirt Party Dress,Dress-Up,Blue,Able Sisters 
clothing_131-8,Bubble-Skirt Party Dress,Dress-Up,Purple,Able Sisters 
clothing_132-1,Bubblegum,Accessories,White,Mabel Able Sisters 
clothing_132-2,Bubblegum,Accessories,Pink,Mabel Able Sisters 
clothing_132-3,Bubblegum,Accessories,Yellow,Mabel Able Sisters 
clothing_132-4,Bubblegum,Accessories,Green,Mabel Able Sisters 
clothing_132-5,Bubblegum,Accessories,Blue,Mabel Able Sisters 
clothing_133-1,Bug Aloha Shirt,Tops,,Flick 
clothing_134-1,Bug Cage,Bags,,Flick 
clothing_135-1,Bulb Bopper,Headwear,,Isabelle 
clothing_136-1,Bulldog Jacket,Tops,White,Mabel Able Sisters 
clothing_136-2,Bulldog Jacket,Tops,Black,Mabel Able Sisters 
clothing_136-3,Bulldog Jacket,Tops,Red,Mabel Able Sisters 
clothing_137-1,Bun Wig,Headwear,White,Able Sisters 
clothing_137-2,Bun Wig,Headwear,Pink,Able Sisters 
clothing_137-3,Bun Wig,Headwear,Orange,Able Sisters 
clothing_137-4,Bun Wig,Headwear,Mustard,Able Sisters 
clothing_137-5,Bun Wig,Headwear,Green,Able Sisters 
clothing_137-6,Bun Wig,Headwear,Blue,Able Sisters 
clothing_137-7,Bun Wig,Headwear,Purple,Able Sisters 
clothing_138-1,Bunny Day Bag,Bags,,Crafting 
clothing_139-1,Bunny Day Crown,Headwear,,Crafting 
clothing_140-1,Bunny Dress,Dress-Up,White,Able Sisters 
clothing_140-2,Bunny Dress,Dress-Up,Pink,Able Sisters 
clothing_140-3,Bunny Dress,Dress-Up,Yellow,Able Sisters 
clothing_141-1,Bunny Ears,Headwear,Black,Able Sisters 
clothing_141-2,Bunny Ears,Headwear,Red,Able Sisters 
clothing_141-3,Bunny Ears,Headwear,Pink,Able Sisters 
clothing_141-4,Bunny Ears,Headwear,Light Blue,Able Sisters 
clothing_142-1,Bunny Hood,Headwear,White,Able Sisters 
clothing_142-2,Bunny Hood,Headwear,Pink,Able Sisters 
clothing_142-3,Bunny Hood,Headwear,Yellow,Able Sisters 
clothing_143-1,Bunny Nose,Accessories,White,Able Sisters 
clothing_143-2,Bunny Nose,Accessories,Pink,Able Sisters 
clothing_143-3,Bunny Nose,Accessories,Yellow,Able Sisters 
clothing_144-1,Business Shoes,Shoes,Black,Able Sisters 
clothing_144-2,Business Shoes,Shoes,Brown,Able Sisters 
clothing_145-1,Business Suitcoat,Tops,Gray,Able Sisters 
clothing_145-2,Business Suitcoat,Tops,Black,Able Sisters 
clothing_145-3,Business Suitcoat,Tops,Berry Red,Able Sisters 
clothing_145-4,Business Suitcoat,Tops,Blue,Able Sisters 
clothing_145-5,Business Suitcoat,Tops,Navy Blue,Able Sisters 
clothing_146-1,Busted Umbrella,Umbrellas,,Nook's Cranny (upgraded) 
clothing_147-1,Butterfly Backpack,Bags,,Flick 
clothing_148-1,Butterfly Shades,Accessories,Blue,Mabel Able Sisters 
clothing_148-2,Butterfly Shades,Accessories,Red,Mabel Able Sisters 
clothing_148-3,Butterfly Shades,Accessories,Brown,Mabel Able Sisters 
clothing_149-1,Butterfly Visiting Kimono,Dress-Up,Black,Able Sisters 
clothing_149-2,Butterfly Visiting Kimono,Dress-Up,Indigo Blue,Able Sisters 
clothing_149-3,Butterfly Visiting Kimono,Dress-Up,Fuchsia,Able Sisters 
clothing_150-1,Buttoned Lace Skirt,Bottoms,White,Mabel Able Sisters 
clothing_150-2,Buttoned Lace Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_150-3,Buttoned Lace Skirt,Bottoms,Yellow,Mabel Able Sisters 
clothing_150-4,Buttoned Lace Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_150-5,Buttoned Lace Skirt,Bottoms,Purple,Mabel Able Sisters 
clothing_151-1,Buttoned Wraparound Skirt,Bottoms,Gray,Able Sisters 
clothing_151-2,Buttoned Wraparound Skirt,Bottoms,Pink,Able Sisters 
clothing_151-3,Buttoned Wraparound Skirt,Bottoms,Orange,Able Sisters 
clothing_151-4,Buttoned Wraparound Skirt,Bottoms,Green,Able Sisters 
clothing_151-5,Buttoned Wraparound Skirt,Bottoms,Blue,Able Sisters 
clothing_151-6,Buttoned Wraparound Skirt,Bottoms,Purple,Able Sisters 
clothing_152-1,Café Uniform,Tops,Black,Able Sisters 
clothing_152-2,Café Uniform,Tops,Red,Able Sisters 
clothing_152-3,Café Uniform,Tops,Green,Able Sisters 
clothing_152-4,Café Uniform,Tops,Brown,Able Sisters 
clothing_153-1,Café-Uniform Dress,Dress-Up,Pink,Able Sisters 
clothing_153-2,Café-Uniform Dress,Dress-Up,Orange,Able Sisters 
clothing_153-3,Café-Uniform Dress,Dress-Up,Green,Able Sisters 
clothing_153-4,Café-Uniform Dress,Dress-Up,Light Blue,Able Sisters 
clothing_154-1,Camo Bomber-Style Jacket,Tops,Green,Mabel Able Sisters 
clothing_154-2,Camo Bomber-Style Jacket,Tops,Gray,Mabel Able Sisters 
clothing_154-3,Camo Bomber-Style Jacket,Tops,Purple,Mabel Able Sisters 
clothing_155-1,Camo Pants,Bottoms,Brown,Mabel Able Sisters 
clothing_155-2,Camo Pants,Bottoms,Gray,Mabel Able Sisters 
clothing_155-3,Camo Pants,Bottoms,Red,Mabel Able Sisters 
clothing_155-4,Camo Pants,Bottoms,Pink,Mabel Able Sisters 
clothing_155-5,Camo Pants,Bottoms,Avocado,Mabel Able Sisters 
clothing_155-6,Camo Pants,Bottoms,Blue,Mabel Able Sisters 
clothing_155-7,Camo Pants,Bottoms,Purple,Mabel Able Sisters 
clothing_156-1,Camo Skirt,Bottoms,Brown,Mabel Able Sisters 
clothing_156-2,Camo Skirt,Bottoms,Gray,Mabel Able Sisters 
clothing_156-3,Camo Skirt,Bottoms,Red,Mabel Able Sisters 
clothing_156-4,Camo Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_156-5,Camo Skirt,Bottoms,Avocado,Mabel Able Sisters 
clothing_156-6,Camo Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_156-7,Camo Skirt,Bottoms,Purple,Mabel Able Sisters 
clothing_157-1,Camo Tee,Tops,Brown,Mabel Able Sisters 
clothing_157-2,Camo Tee,Tops,Gray,Mabel Able Sisters 
clothing_157-3,Camo Tee,Tops,Red,Mabel Able Sisters 
clothing_157-4,Camo Tee,Tops,Pink,Mabel Able Sisters 
clothing_157-5,Camo Tee,Tops,Avocado,Mabel Able Sisters 
clothing_157-6,Camo Tee,Tops,Blue,Mabel Able Sisters 
clothing_157-7,Camo Tee,Tops,Purple,Mabel Able Sisters 
clothing_158-1,Camo Tote Bag,Bags,Green,Kicks 
clothing_158-2,Camo Tote Bag,Bags,Brown,Kicks 
clothing_159-1,Camo Umbrella,Umbrellas,,Nook's Cranny 
clothing_160-1,Camper Tee,Tops,,Nook Shopping 
clothing_161-1,Candy Umbrella,Umbrellas,,Nook's Cranny 
clothing_162-1,Candy-Skull Mask,Accessories,Orange,Gulliver 
clothing_162-2,Candy-Skull Mask,Accessories,Blue,Gulliver 
clothing_162-3,Candy-Skull Mask,Accessories,Purple,Gulliver 
clothing_163-1,Canvas Backpack,Bags,,Kicks 
clothing_164-1,Captain's Hat,Headwear,,Able Sisters 
clothing_165-1,Cardigan School Uniform Top,Tops,Cream,Able Sisters Apparel shop 
clothing_165-2,Cardigan School Uniform Top,Tops,Gray,Able Sisters Apparel shop 
clothing_165-3,Cardigan School Uniform Top,Tops,Navy Blue,Able Sisters Apparel shop 
clothing_165-4,Cardigan School Uniform Top,Tops,Beige,Able Sisters Apparel shop 
clothing_166-1,Cardigan-Shirt Combo,Tops,Gray,Mabel Able Sisters 
clothing_166-2,Cardigan-Shirt Combo,Tops,Black,Mabel Able Sisters 
clothing_166-3,Cardigan-Shirt Combo,Tops,Pink,Mabel Able Sisters 
clothing_166-4,Cardigan-Shirt Combo,Tops,Yellow,Mabel Able Sisters 
clothing_166-5,Cardigan-Shirt Combo,Tops,Mint,Mabel Able Sisters 
clothing_166-6,Cardigan-Shirt Combo,Tops,Blue,Mabel Able Sisters 
clothing_167-1,Career Jacket,Tops,Gray,Able Sisters 
clothing_167-2,Career Jacket,Tops,Red,Able Sisters 
clothing_167-3,Career Jacket,Tops,Peach,Able Sisters 
clothing_167-4,Career Jacket,Tops,Pink,Able Sisters 
clothing_167-5,Career Jacket,Tops,Green,Able Sisters 
clothing_167-6,Career Jacket,Tops,Light Blue,Able Sisters 
clothing_167-7,Career Jacket,Tops,Blue,Able Sisters 
clothing_167-8,Career Jacket,Tops,Beige,Able Sisters 
clothing_168-1,Career Skirt,Bottoms,Gray,Able Sisters 
clothing_168-2,Career Skirt,Bottoms,Red,Able Sisters 
clothing_168-3,Career Skirt,Bottoms,Peach,Able Sisters 
clothing_168-4,Career Skirt,Bottoms,Pink,Able Sisters 
clothing_168-5,Career Skirt,Bottoms,Green,Able Sisters 
clothing_168-6,Career Skirt,Bottoms,Light Blue,Able Sisters 
clothing_168-7,Career Skirt,Bottoms,Blue,Able Sisters 
clothing_168-8,Career Skirt,Bottoms,Beige,Able Sisters 
clothing_169-1,Cargo Pants,Bottoms,Mustard,Mabel Able Sisters 
clothing_169-2,Cargo Pants,Bottoms,Avocado,Mabel Able Sisters 
clothing_169-3,Cargo Pants,Bottoms,Navy Blue,Mabel Able Sisters 
clothing_169-4,Cargo Pants,Bottoms,Brown,Mabel Able Sisters 
clothing_169-5,Cargo Pants,Bottoms,Beige,Mabel Able Sisters 
clothing_170-1,Cargo Shorts,Bottoms,Camel,Mabel Able Sisters 
clothing_170-2,Cargo Shorts,Bottoms,Avocado,Mabel Able Sisters 
clothing_170-3,Cargo Shorts,Bottoms,Navy Blue,Mabel Able Sisters 
clothing_170-4,Cargo Shorts,Bottoms,Brown,Mabel Able Sisters 
clothing_170-5,Cargo Shorts,Bottoms,Beige,Mabel Able Sisters 
clothing_171-1,Cast,Shoes,White,Able Sisters Hospital 
clothing_171-2,Cast,Shoes,Black,Able Sisters Hospital 
clothing_171-3,Cast,Shoes,Pink,Able Sisters Hospital 
clothing_171-4,Cast,Shoes,Green,Able Sisters Hospital 
clothing_171-5,Cast,Shoes,Blue,Able Sisters Hospital 
clothing_172-1,Casual Chic Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_172-2,Casual Chic Dress,Dress-Up,Yellow,Mabel Able Sisters 
clothing_172-3,Casual Chic Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_172-4,Casual Chic Dress,Dress-Up,Light Blue,Mabel Able Sisters 
clothing_172-5,Casual Chic Dress,Dress-Up,Navy Blue,Mabel Able Sisters 
clothing_172-6,Casual Chic Dress,Dress-Up,Purple,Mabel Able Sisters 
clothing_173-1,Casual Kimono,Dress-Up,Green,Able Sisters 
clothing_173-2,Casual Kimono,Dress-Up,Aqua,Able Sisters 
clothing_173-3,Casual Kimono,Dress-Up,Dark Blue,Able Sisters 
clothing_173-4,Casual Kimono,Dress-Up,Mustard,Able Sisters 
clothing_174-1,Casual Pants,Bottoms,Gray,Mabel Able Sisters 
clothing_174-2,Casual Pants,Bottoms,Black,Mabel Able Sisters 
clothing_174-3,Casual Pants,Bottoms,Green,Mabel Able Sisters 
clothing_174-4,Casual Pants,Bottoms,Navy Blue,Mabel Able Sisters 
clothing_174-5,Casual Pants,Bottoms,Brown,Mabel Able Sisters 
clothing_174-6,Casual Pants,Bottoms,Beige,Mabel Able Sisters 
clothing_175-1,Cat Cap,Headwear,White,Able Sisters 
clothing_175-2,Cat Cap,Headwear,Navy Blue,Able Sisters 
clothing_175-3,Cat Cap,Headwear,Brown,Able Sisters 
clothing_176-1,Cat Dress,Dress-Up,White,Mabel Able Sisters 
clothing_176-2,Cat Dress,Dress-Up,Navy Blue,Mabel Able Sisters 
clothing_176-3,Cat Dress,Dress-Up,Brown,Mabel Able Sisters 
clothing_177-1,Cat Nose,Accessories,White,Able Sisters 
clothing_177-2,Cat Nose,Accessories,Navy Blue,Able Sisters 
clothing_177-3,Cat Nose,Accessories,Brown,Able Sisters 
clothing_178-1,Catcher's Mask,Headwear,Orange,Able Sisters 
clothing_178-2,Catcher's Mask,Headwear,Yellow,Able Sisters 
clothing_178-3,Catcher's Mask,Headwear,Red,Able Sisters 
clothing_178-4,Catcher's Mask,Headwear,Green,Able Sisters 
clothing_178-5,Catcher's Mask,Headwear,Navy Blue,Able Sisters 
clothing_179-1,Caterpillar Costume,Dress-Up,Green,Mabel Able Sisters 
clothing_179-2,Caterpillar Costume,Dress-Up,Yellow,Mabel Able Sisters 
clothing_179-3,Caterpillar Costume,Dress-Up,Rainbow,Mabel Able Sisters 
clothing_180-1,Cavalier Hat,Headwear,Red,Able Sisters 
clothing_180-2,Cavalier Hat,Headwear,Green,Able Sisters 
clothing_180-3,Cavalier Hat,Headwear,Blue,Able Sisters 
clothing_181-1,Cavalier Shirt,Tops,Red,Able Sisters 
clothing_181-2,Cavalier Shirt,Tops,Green,Able Sisters 
clothing_181-3,Cavalier Shirt,Tops,Blue,Able Sisters 
clothing_182-1,Caveman Tank,Dress-Up,Gray,Mabel Able Sisters 
clothing_182-2,Caveman Tank,Dress-Up,Orange,Mabel Able Sisters 
clothing_182-3,Caveman Tank,Dress-Up,Yellow,Mabel Able Sisters 
clothing_183-1,Chain Pants,Bottoms,White,Able Sisters 
clothing_183-2,Chain Pants,Bottoms,Black,Able Sisters 
clothing_183-3,Chain Pants,Bottoms,Red,Able Sisters 
clothing_183-4,Chain Pants,Bottoms,Blue,Able Sisters 
clothing_184-1,Checkered Backpack,Bags,Gray,Kicks 
clothing_184-2,Checkered Backpack,Bags,Green,Kicks 
clothing_184-3,Checkered Backpack,Bags,Blue,Kicks 
clothing_184-4,Checkered Backpack,Bags,Brown,Kicks 
clothing_185-1,Checkered Chesterfield Coat,Tops,Gray,Able Sisters Apparel shop 
clothing_185-2,Checkered Chesterfield Coat,Tops,Green,Able Sisters Apparel shop 
clothing_185-3,Checkered Chesterfield Coat,Tops,Blue,Able Sisters Apparel shop 
clothing_185-4,Checkered Chesterfield Coat,Tops,Brown,Able Sisters Apparel shop 
clothing_186-1,Checkered Jumper Dress,Dress-Up,Beige,Mabel Able Sisters 
clothing_186-2,Checkered Jumper Dress,Dress-Up,Red,Mabel Able Sisters 
clothing_186-3,Checkered Jumper Dress,Dress-Up,Yellow,Mabel Able Sisters 
clothing_186-4,Checkered Jumper Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_187-1,Checkered Muffler,Tops,White,Mabel Able Sisters 
clothing_187-2,Checkered Muffler,Tops,Gray,Mabel Able Sisters 
clothing_187-3,Checkered Muffler,Tops,Brown,Mabel Able Sisters 
clothing_187-4,Checkered Muffler,Tops,Camel,Mabel Able Sisters 
clothing_188-1,Checkered School Pants,Bottoms,Dark Gray,Able Sisters Apparel shop 
clothing_188-2,Checkered School Pants,Bottoms,Light Gray,Able Sisters Apparel shop 
clothing_188-3,Checkered School Pants,Bottoms,Blue,Able Sisters Apparel shop 
clothing_188-4,Checkered School Pants,Bottoms,Yellow,Able Sisters Apparel shop 
clothing_188-5,Checkered School Pants,Bottoms,Pink,Able Sisters Apparel shop 
clothing_188-6,Checkered School Pants,Bottoms,White,Able Sisters Apparel shop 
clothing_189-1,Checkered School Skirt,Bottoms,Dark Gray,Able Sisters Apparel shop 
clothing_189-2,Checkered School Skirt,Bottoms,Light Gray,Able Sisters Apparel shop 
clothing_189-3,Checkered School Skirt,Bottoms,Blue,Able Sisters Apparel shop 
clothing_189-4,Checkered School Skirt,Bottoms,Yellow,Able Sisters Apparel shop 
clothing_189-5,Checkered School Skirt,Bottoms,Pink,Able Sisters Apparel shop 
clothing_189-6,Checkered School Skirt,Bottoms,White,Able Sisters Apparel shop 
clothing_190-1,Checkered Sweater Vest,Tops,Gray,Able Sisters Apparel shop 
clothing_190-2,Checkered Sweater Vest,Tops,Berry Red,Able Sisters Apparel shop 
clothing_190-3,Checkered Sweater Vest,Tops,Pale Blue,Able Sisters Apparel shop 
clothing_190-4,Checkered Sweater Vest,Tops,Brown,Able Sisters Apparel shop 
clothing_190-5,Checkered Sweater Vest,Tops,Light Brown,Able Sisters Apparel shop 
clothing_191-1,Cheerleading Uniform,Dress-Up,Red,Able Sisters 
clothing_191-2,Cheerleading Uniform,Dress-Up,Blue,Able Sisters 
clothing_191-3,Cheerleading Uniform,Dress-Up,Purple,Able Sisters 
clothing_191-4,Cheerleading Uniform,Dress-Up,Berry Red,Able Sisters 
clothing_191-5,Cheerleading Uniform,Dress-Up,Pink,Able Sisters 
clothing_191-6,Cheerleading Uniform,Dress-Up,Yellow,Able Sisters 
clothing_191-7,Cheerleading Uniform,Dress-Up,Green,Able Sisters 
clothing_191-8,Cheerleading Uniform,Dress-Up,Light Blue,Able Sisters 
clothing_192-1,Chef's Hat,Headwear,,Able Sisters 
clothing_193-1,Chef's Outfit,Tops,Black,Able Sisters 
clothing_193-2,Chef's Outfit,Tops,Red,Able Sisters 
clothing_193-3,Chef's Outfit,Tops,Orange,Able Sisters 
clothing_193-4,Chef's Outfit,Tops,Yellow,Able Sisters 
clothing_193-5,Chef's Outfit,Tops,Green,Able Sisters 
clothing_193-6,Chef's Outfit,Tops,Blue,Able Sisters 
clothing_193-7,Chef's Outfit,Tops,Brown,Able Sisters 
clothing_194-1,Cherry Dress,Dress-Up,,Crafting 
clothing_195-1,Cherry Hat,Headwear,,Crafting 
